"index","full_name","brand_name","resale_price","registered_year","engine_capacity(cc)","insurance","transmission_type","kms_driven","Hand","fuel_type","max_power(bhp)","seats","mileage(kmpl)","body_type","city"
4642,"Maruti S-Presso VXi Plus","Maruti",475000,2021,998,"1","Manual",22000,"2nd","Petrol",65.71,5.0,24.76,"Hatchback","Ahmedabad"
4643,"Hyundai Elantra 1.6 SX","Hyundai",790000,2015,1582,"1","Manual",63000,"2nd","Diesel",126.2,5.0,22.54,"Sedan","Ahmedabad"
4644,"Mahindra XUV300 W8 Option Diesel BSIV","Mahindra",1140000,2020,1497,"1","Manual",71000,"2nd","Diesel",115.0,5.0,20.0,"SUV","Ahmedabad"
4645,"Hyundai Creta 1.6 CRDi SX","Hyundai",925000,2016,1582,"1","Manual",79000,"2nd","Diesel",126.2,5.0,19.67,"SUV","Ahmedabad"
4646,"Hyundai Verna SX Diesel","Hyundai",1390000,2021,1493,"1","Manual",50000,"2nd","Diesel",113.45,5.0,25.0,"Sedan","Ahmedabad"
4647,"Renault Pulse RxZ","Renault",350000,2014,1461,"1","Manual",84000,"2nd","Diesel",63.12,5.0,23.08,"Hatchback","Ahmedabad"
4648,"Hyundai Venue S","Hyundai",790000,2020,1197,"1","Manual",75000,"2nd","Petrol",81.86,5.0,17.52,"SUV","Ahmedabad"
4649,"Maruti Wagon R LXI","Maruti",560000,2020,998,"1","Manual",32000,"2nd","Petrol",67.05,5.0,21.79,"Hatchback","Ahmedabad"
4650,"Mahindra TUV 300 T8","Mahindra",750000,2017,1493,"1","Manual",79000,"2nd","Diesel",100.0,7.0,18.49,"SUV","Ahmedabad"
4651,"Maruti Swift VXI","Maruti",650000,2020,1197,"1","Manual",73000,"2nd","Petrol",81.8,5.0,21.21,"Hatchback","Ahmedabad"
4652,"Ford Aspire 1.5 TDCi Ambiente","Ford",415000,2015,1498,"1","Manual",68000,"2nd","Diesel",99.0,5.0,25.83,"Sedan","Ahmedabad"
4653,"Hyundai Grand i10 1.2 Kappa Sportz Option AT","Hyundai",650000,2019,1197,"1","Automatic",26000,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Ahmedabad"
4654,"Tata Hexa XTA","Tata",1090000,2019,2179,"1","Automatic",60000,"2nd","Diesel",153.86,7.0,17.6,"MUV","Ahmedabad"
4655,"Mahindra XUV300 W8 Option BSVI","Mahindra",990000,2020,1197,"1","Manual",49000,"2nd","Petrol",108.62,5.0,16.82,"SUV","Ahmedabad"
4656,"Audi A4 2.0 TDI","Audi",1275000,2013,1968,"1","Automatic",122000,"2nd","Diesel",147.51,5.0,16.55,"Sedan","Ahmedabad"
4657,"Mercedes-Benz E-Class E350 CDI Avantgrade","Mercedes-Benz",2775000,2016,2987,"1","Automatic",43000,"2nd","Diesel",265.0,5.0,13.0,"Sedan","Ahmedabad"
4658,"Jeep Compass 2.0 Longitude Option","Jeep",1050000,2017,1956,"1","Manual",65000,"2nd","Diesel",170.0,5.0,17.1,"SUV","Ahmedabad"
4659,"Mercedes-Benz GLE 250d","Mercedes-Benz",4500000,2018,2143,"1","Automatic",102000,"2nd","Diesel",201.15,5.0,17.9,"SUV","Ahmedabad"
4660,"Volvo S60 D4 Momentum","Volvo",1500000,2016,1969,"1","Automatic",89000,"2nd","Diesel",190.0,5.0,27.03,"Sedan","Ahmedabad"
4661,"Tata Tiago 1.2 Revotron XZ Plus","Tata",570000,2019,1199,"1","Manual",75000,"2nd","Petrol",84.0,5.0,23.84,"Hatchback","Ahmedabad"
4662,"Maruti Baleno 1.2 Sigma","Maruti",540000,2017,1197,"1","Manual",37000,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Ahmedabad"
4663,"Tata Nexon 1.5 Revotorq XZ Plus","Tata",870000,2019,1497,"1","Manual",84000,"2nd","Diesel",108.5,5.0,21.5,"SUV","Ahmedabad"
4664,"Tata Tigor XM Diesel","Tata",470000,2018,1047,"1","Manual",69000,"2nd","Diesel",69.0,5.0,24.7,"Sedan","Ahmedabad"
4665,"Toyota Corolla Altis D-4D GL","Toyota",1075000,2017,1364,"1","Manual",57000,"2nd","Diesel",87.2,5.0,21.43,"Sedan","Ahmedabad"
4666,"Renault Duster 110PS Diesel RxZ AMT","Renault",650000,2016,1461,"1","Automatic",45000,"2nd","Diesel",108.45,5.0,19.6,"SUV","Ahmedabad"
4667,"Honda Jazz 1.2 SV i VTEC","Honda",490000,2016,1199,"1","Manual",60000,"3rd","Petrol",88.7,5.0,18.7,"Hatchback","Ahmedabad"
4668,"Maruti Eeco 5 Seater AC CNG BSVI","Maruti",621000,2022,1197,"1","Manual",31000,"2nd","CNG",70.67,5.0,26.78,"","Ahmedabad"
4669,"Jeep Compass 2.0 Longitude Option BSIV","Jeep",1190000,2018,1956,"0","Manual",63000,"2nd","Diesel",170.0,5.0,17.1,"SUV","Ahmedabad"
4670,"Toyota Innova Crysta 2.4 VX 7 STR","Toyota",2350000,2022,2393,"0","Manual",37000,"2nd","Diesel",148.0,7.0,12.0,"MUV","Ahmedabad"
4671,"Kia Seltos HTX IVT","Kia",1390000,2020,1497,"1","Automatic",82000,"2nd","Petrol",113.43,5.0,0.0,"SUV","Ahmedabad"
4672,"Kia Carens Luxury Plus Diesel iMT","Kia",1850000,2022,1493,"1","Automatic",19000,"2nd","Diesel",114.41,7.0,0.0,"MUV","Ahmedabad"
4673,"Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI","Mahindra",1725000,2022,2184,"1","Automatic",18000,"2nd","Diesel",130.0,4.0,0.0,"SUV","Ahmedabad"
4674,"Kia Seltos HTX G","Kia",1190000,2020,1497,"1","Manual",75000,"2nd","Petrol",113.43,5.0,16.8,"SUV","Ahmedabad"
4675,"Honda Brio 1.2 VX MT","Honda",480000,2016,1198,"1","Manual",29000,"2nd","Petrol",86.8,5.0,18.5,"Hatchback","Ahmedabad"
4676,"MG Hector Sharp DCT","MG",1500000,2020,1451,"1","Automatic",58000,"2nd","Petrol",141.0,5.0,13.96,"SUV","Ahmedabad"
4677,"MG Hector Sharp Diesel MT","MG",1790000,2020,1956,"1","Manual",64000,"2nd","Diesel",167.68,5.0,17.41,"SUV","Ahmedabad"
4678,"Kia Seltos HTK Plus AT D","Kia",1500000,2019,1493,"1","Automatic",87000,"2nd","Diesel",113.42,5.0,17.8,"SUV","Ahmedabad"
4679,"Kia Seltos HTX IVT","Kia",1475000,2020,1497,"1","Automatic",79000,"2nd","Petrol",113.43,5.0,0.0,"SUV","Ahmedabad"
4680,"Ford Ecosport 1.5 Diesel Titanium","Ford",590000,2015,1498,"1","Manual",78000,"2nd","Diesel",98.96,5.0,21.7,"SUV","Ahmedabad"
4681,"Toyota Innova Crysta 2.8 ZX AT BSIV","Toyota",1625000,2016,2755,"1","Automatic",89000,"2nd","Diesel",171.5,7.0,11.36,"MUV","Ahmedabad"
4682,"Volkswagen Taigun 1.5 TSI GT Plus DSG","Volkswagen",1650000,2021,1498,"0","Automatic",15000,"2nd","Petrol",147.51,5.0,17.88,"SUV","Ahmedabad"
4683,"Tata Nexon XZA Plus AMT S","Tata",1050000,2021,1199,"1","Automatic",30000,"2nd","Petrol",118.36,5.0,16.35,"SUV","Ahmedabad"
4684,"Volkswagen Vento 1.6 Highline","Volkswagen",690000,2017,1598,"0","Manual",64000,"2nd","Petrol",103.2,5.0,16.09,"Sedan","Ahmedabad"
4685,"Maruti Ciaz Delta 1.5","Maruti",690000,2018,1498,"1","Manual",62000,"2nd","Diesel",93.87,5.0,26.32,"Sedan","Ahmedabad"
4686,"Maruti Ertiga VXI Petrol","Maruti",918000,2021,1462,"1","Manual",30000,"2nd","Petrol",103.0,7.0,19.34,"MUV","Ahmedabad"
4687,"Skoda Kushaq 1.0 TSI Style BSVI","Skoda",1290000,2021,999,"1","Manual",60000,"2nd","Petrol",113.98,5.0,19.2,"SUV","Ahmedabad"
4688,"Maruti Alto LXi","Maruti",190000,2012,796,"1","Manual",37000,"2nd","Petrol",46.3,5.0,19.7,"Hatchback","Ahmedabad"
4689,"Mahindra Scorpio S11","Mahindra",1850000,2022,2179,"1","Manual",11933,"2nd","Diesel",136.78,7.0,15.4,"SUV","Ahmedabad"
4690,"BMW 5 Series 530d","BMW",1475000,2011,2993,"1","Automatic",70288,"2nd","Diesel",258.0,5.0,16.2,"Sedan","Ahmedabad"
4691,"Kia Seltos X-Line Diesel AT","Kia",1860000,2022,1493,"1","Automatic",21493,"2nd","Diesel",113.43,5.0,18.0,"SUV","Ahmedabad"
4692,"Maruti Jimny Alpha Dual Tone AT","Maruti",1600000,2023,1462,"1","Automatic",3761,"2nd","Petrol",103.39,4.0,16.39,"SUV","Ahmedabad"
4693,"Hyundai Creta 1.6 VTVT AT SX Plus","Hyundai",875000,2016,1591,"1","Automatic",80000,"2nd","Petrol",121.3,5.0,13.0,"SUV","Ahmedabad"
4694,"Jeep Compass 1.4 Limited","Jeep",1275000,2018,1368,"1","Automatic",43000,"2nd","Petrol",160.0,5.0,16.0,"SUV","Ahmedabad"
4695,"Maruti Eeco 5 Seater AC BSVI","Maruti",575000,2022,1197,"1","Manual",300,"2nd","Petrol",79.65,5.0,19.71,"","Ahmedabad"
4696,"Skoda Kushaq 1.0 TSI Active BSVI","Skoda",1090000,2023,999,"0","Manual",3000,"2nd","Petrol",113.98,5.0,19.2,"SUV","Ahmedabad"
4697,"Kia Seltos HTX IVT G","Kia",1375000,2020,1497,"0","Automatic",52000,"2nd","Petrol",113.42,5.0,16.8,"SUV","Ahmedabad"
4698,"Maruti Vitara Brezza LDi Option","Maruti",690000,2018,1248,"1","Manual",56000,"2nd","Diesel",88.5,5.0,24.3,"SUV","Ahmedabad"
4699,"Kia Seltos HTE Diesel","Kia",1075000,2020,1493,"1","Manual",60000,"2nd","Diesel",113.43,5.0,20.8,"SUV","Ahmedabad"
4700,"Maruti Swift Dzire VXI 1.2","Maruti",640000,2019,1197,"1","Manual",47000,"2nd","Petrol",81.8,5.0,21.21,"Sedan","Ahmedabad"
4701,"Honda City i VTEC CVT SV","Honda",725000,2016,1497,"1","Automatic",59000,"2nd","Petrol",117.3,5.0,18.0,"Sedan","Ahmedabad"
4702,"Maruti Celerio X AMT VXI BSIV","Maruti",525000,2019,998,"1","Automatic",24000,"2nd","Petrol",67.0,5.0,21.63,"Hatchback","Ahmedabad"
4703,"Maruti Ignis Sigma BSVI","Maruti",550000,2021,1197,"1","Manual",27000,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Ahmedabad"
4704,"Mahindra TUV 300 T8 AMT","Mahindra",750000,2017,1493,"1","Automatic",96000,"2nd","Diesel",100.0,7.0,18.49,"SUV","Ahmedabad"
4705,"Mercedes-Benz GLE 250d","Mercedes-Benz",3950000,2017,2143,"1","Automatic",70000,"2nd","Diesel",201.15,5.0,17.9,"SUV","Ahmedabad"
4706,"Maruti Celerio VXI MT BSIV","Maruti",393000,2018,998,"1","Manual",77233,"2nd","Petrol",67.04,5.0,23.1,"Hatchback","Ahmedabad"
4707,"BMW X1 sDrive 20D xLine","BMW",1250000,2014,1995,"1","Automatic",80000,"2nd","Diesel",184.0,5.0,17.05,"SUV","Ahmedabad"
4708,"Kia Seltos HTX G","Kia",1290000,2020,1497,"1","Manual",33000,"2nd","Petrol",113.43,5.0,16.8,"SUV","Ahmedabad"
4709,"Tata Nexon XM Diesel BSVI","Tata",850000,2020,1497,"1","Manual",66000,"2nd","Diesel",113.42,5.0,23.22,"SUV","Ahmedabad"
4710,"MG Astor Savvy Turbo AT BSVI","MG",1530000,2022,1349,"1","Automatic",32831,"2nd","Petrol",138.08,5.0,14.34,"SUV","Ahmedabad"
4711,"Mahindra XUV500 W8 4WD","Mahindra",650000,2013,2179,"1","Manual",78000,"3rd","Diesel",140.0,7.0,15.1,"SUV","Ahmedabad"
4712,"Volkswagen Vento 1.5 TDI Highline AT","Volkswagen",780000,2016,1498,"1","Automatic",62000,"2nd","Diesel",108.6,5.0,22.15,"Sedan","Ahmedabad"
4713,"Tata Altroz XT Diesel BSVI","Tata",780000,2021,1497,"1","Manual",37000,"2nd","Diesel",88.77,5.0,23.64,"Hatchback","Ahmedabad"
4714,"Hyundai Verna SX","Hyundai",1090000,2021,1497,"1","Manual",45000,"2nd","Petrol",113.18,5.0,17.7,"Sedan","Ahmedabad"
4715,"Hyundai i20 1.2 Magna","Hyundai",285000,2011,1197,"1","Manual",95636,"2nd","Petrol",80.0,5.0,18.5,"Hatchback","Ahmedabad"
4716,"Volkswagen Ameo 1.5 TDI Highline","Volkswagen",590000,2017,1498,"1","Manual",56000,"2nd","Diesel",108.62,5.0,21.66,"Sedan","Ahmedabad"
4717,"Hyundai Xcent 1.2 Kappa Base","Hyundai",400000,2014,1197,"1","Manual",64000,"2nd","Petrol",82.0,5.0,19.1,"Sedan","Ahmedabad"
4718,"Hyundai Creta 1.6 VTVT AT SX Plus","Hyundai",1125000,2018,1591,"1","Automatic",19000,"3rd","Petrol",121.3,5.0,13.0,"SUV","Ahmedabad"
4719,"Mahindra XUV500 W10 AWD","Mahindra",1050000,2017,2179,"1","Manual",64000,"2nd","Diesel",140.0,7.0,16.0,"SUV","Ahmedabad"
4720,"Hyundai i20 Asta Turbo DCT","Hyundai",925000,2022,998,"0","Automatic",29000,"2nd","Petrol",118.36,5.0,20.28,"Hatchback","Ahmedabad"
4721,"Maruti Swift Dzire LXI BSVI","Maruti",450000,2012,1197,"1","Manual",92000,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Ahmedabad"
4722,"Honda Jazz 1.2 S i VTEC","Honda",575000,2018,1199,"1","Manual",37000,"2nd","Petrol",88.7,5.0,18.7,"Hatchback","Ahmedabad"
4723,"Maruti Ciaz VXi Plus","Maruti",675000,2016,1373,"1","Manual",70000,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Ahmedabad"
4724,"Honda Jazz V CVT","Honda",575000,2017,1199,"1","Automatic",55242,"2nd","Petrol",88.5,5.0,17.1,"Hatchback","Ahmedabad"
4725,"Toyota Innova Crysta 2.8 GX AT BSIV","Toyota",1750000,2017,2755,"1","Automatic",110000,"2nd","Diesel",171.5,7.0,11.36,"MUV","Ahmedabad"
4726,"Hyundai Verna 1.6 SX VTVT (O) AT","Hyundai",490000,2013,1591,"1","Automatic",35000,"2nd","Petrol",121.4,5.0,17.1,"Sedan","Ahmedabad"
4727,"Ford Ecosport 1.5 Ti VCT MT Trend","Ford",490000,2013,1499,"1","Manual",36000,"3rd","Petrol",110.0,5.0,15.8,"SUV","Ahmedabad"
4728,"Kia Seltos GTK","Kia",1075000,2019,1353,"1","Manual",77000,"2nd","Petrol",138.0,5.0,16.1,"SUV","Ahmedabad"
4729,"Hyundai Tucson 2.0 e-VGT 4WD AT GLS","Hyundai",1450000,2018,1995,"1","Automatic",92000,"2nd","Diesel",182.46,5.0,16.38,"SUV","Ahmedabad"
4730,"Honda Jazz 1.2 V i VTEC","Honda",690000,2020,1199,"1","Manual",29000,"2nd","Petrol",88.7,5.0,18.7,"Hatchback","Ahmedabad"
4731,"Maruti Celerio VXI AT","Maruti",440000,2015,998,"1","Automatic",63000,"2nd","Petrol",67.04,5.0,23.1,"Hatchback","Ahmedabad"
4732,"Tata Harrier XZ BSIV","Tata",1311000,2019,1956,"1","Manual",51000,"2nd","Diesel",138.1,5.0,17.0,"SUV","Ahmedabad"
4733,"Maruti Swift Dzire 1.2 Vxi BSIV","Maruti",431000,2012,1197,"1","Manual",62000,"2nd","Petrol",85.8,5.0,17.5,"Sedan","Ahmedabad"
4734,"Maruti Swift Dzire AMT ZDI Plus","Maruti",700000,2018,1248,"1","Automatic",52000,"2nd","Diesel",74.02,5.0,28.4,"Sedan","Ahmedabad"
4735,"Hyundai Verna SX Diesel","Hyundai",1300000,2021,1493,"1","Manual",40000,"2nd","Diesel",113.45,5.0,25.0,"Sedan","Ahmedabad"
4736,"Volkswagen Ameo 1.5 TDI Highline","Volkswagen",590000,2017,1498,"1","Manual",99000,"2nd","Diesel",108.62,5.0,21.66,"Sedan","Ahmedabad"
4737,"Volkswagen Taigun 1.0 TSI Highline AT BSVI","Volkswagen",1450000,2022,999,"1","Automatic",13000,"2nd","Petrol",113.98,5.0,18.41,"SUV","Ahmedabad"
4738,"MG Hector Sharp DCT","MG",1575000,2021,1451,"1","Automatic",26000,"2nd","Petrol",141.0,5.0,13.96,"SUV","Ahmedabad"
4739,"Hyundai i10 Magna","Hyundai",155000,2008,1197,"1","Manual",69000,"4th","Petrol",78.9,5.0,20.36,"Hatchback","Ahmedabad"
4740,"Hyundai i10 Era","Hyundai",160000,2008,1086,"1","Manual",35000,"3rd","Petrol",68.05,5.0,19.81,"Hatchback","Ahmedabad"
4741,"Hyundai i10 Sportz AT","Hyundai",325000,2011,1197,"1","Automatic",58000,"2nd","Petrol",78.9,5.0,16.95,"Hatchback","Ahmedabad"
4742,"Renault Lodgy Stepway 110PS RXZ 8S","Renault",575000,2015,1461,"1","Manual",60000,"2nd","Diesel",108.5,8.0,19.98,"MUV","Ahmedabad"
4743,"Hyundai Xcent 1.1 CRDi SX","Hyundai",375000,2014,1120,"1","Manual",88441,"3rd","Diesel",71.0,5.0,24.4,"Sedan","Ahmedabad"
4744,"BMW X1 xDrive 20d xLine","BMW",3000000,2019,1995,"1","Automatic",40000,"2nd","Diesel",190.0,5.0,20.68,"SUV","Ahmedabad"
4745,"Maruti Vitara Brezza ZDi Plus","Maruti",875000,2019,1248,"1","Manual",54000,"2nd","Diesel",88.5,5.0,24.3,"SUV","Ahmedabad"
4746,"Maruti Baleno Delta","Maruti",675000,2020,1197,"0","Manual",40000,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Ahmedabad"
4747,"Ford Endeavour 3.2 Titanium AT 4X4","Ford",2475000,2017,3198,"1","Automatic",86568,"2nd","Diesel",197.0,7.0,10.91,"SUV","Ahmedabad"
4748,"Toyota Corolla Altis 1.8 G CVT","Toyota",1390000,2018,1798,"1","Automatic",46000,"2nd","Petrol",138.03,5.0,14.28,"Sedan","Ahmedabad"
4749,"Toyota Fortuner Legender 4x2 AT BSVI","Toyota",4625000,2022,2755,"1","Automatic",26101,"2nd","Diesel",201.15,7.0,0.0,"SUV","Ahmedabad"
4750,"Chevrolet Cruze LTZ","Chevrolet",550000,2011,1991,"1","Manual",34000,"2nd","Diesel",147.9,5.0,18.3,"Sedan","Ahmedabad"
4751,"Toyota Corolla Altis G AT","Toyota",850000,2014,1798,"1","Automatic",72159,"2nd","Petrol",138.03,5.0,14.28,"Sedan","Ahmedabad"
4752,"Maruti Ciaz VXi Plus","Maruti",545000,2015,1373,"1","Manual",77876,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Ahmedabad"
4753,"Hyundai Creta 1.6 CRDi SX","Hyundai",1125000,2019,1582,"1","Manual",60353,"2nd","Diesel",126.2,5.0,19.67,"SUV","Ahmedabad"
4754,"Porsche Cayenne Diesel","Porsche",2900000,2013,2967,"1","Automatic",101995,"2nd","Diesel",240.0,5.0,15.15,"SUV","Ahmedabad"
4755,"Honda Amaze S i-DTEC","Honda",635000,2020,1498,"1","Manual",53000,"2nd","Diesel",98.6,5.0,25.8,"Sedan","Ahmedabad"
4756,"Maruti Swift AMT VXI BSIV","Maruti",611000,2019,1197,"1","Automatic",37000,"3rd","Petrol",81.8,5.0,22.0,"Hatchback","Ahmedabad"
4757,"Renault Lodgy 110PS RxZ 7 Seater","Renault",575000,2016,1461,"1","Manual",85000,"3rd","Diesel",108.5,7.0,19.98,"MUV","Ahmedabad"
4758,"Hyundai Creta 1.4 E Plus CRDi","Hyundai",900000,2017,1396,"1","Manual",82345,"3rd","Diesel",88.7,5.0,22.1,"SUV","Ahmedabad"
4759,"Maruti Vitara Brezza VDi AMT","Maruti",825000,2019,1248,"1","Automatic",42000,"2nd","Diesel",88.5,5.0,24.3,"SUV","Ahmedabad"
4760,"Honda Amaze S Diesel","Honda",550000,2016,1498,"1","Manual",58000,"2nd","Diesel",97.89,5.0,24.7,"Sedan","Ahmedabad"
4761,"Hyundai Santa Fe 2WD AT","Hyundai",1100000,2016,2199,"1","Automatic",64000,"2nd","Diesel",194.3,7.0,13.01,"SUV","Ahmedabad"
4762,"Skoda Octavia Elegance 1.8 TSI AT","Skoda",900000,2015,1798,"1","Automatic",55000,"3rd","Petrol",177.5,5.0,14.7,"Sedan","Ahmedabad"
4763,"BMW 7 Series 730Ld","BMW",3600000,2015,2993,"1","Automatic",71000,"3rd","Diesel",258.0,5.0,14.49,"Sedan","Ahmedabad"
4764,"Volvo S60 D4 SUMMUM","Volvo",1300000,2015,1984,"1","Automatic",71000,"3rd","Diesel",181.0,5.0,9.0,"Sedan","Ahmedabad"
4765,"Honda Amaze S Petrol","Honda",570000,2019,1199,"1","Manual",65159,"2nd","Petrol",88.76,5.0,18.6,"Sedan","Ahmedabad"
4766,"Skoda Superb Elegance 1.8 TSI AT","Skoda",650000,2014,1798,"1","Automatic",61000,"4th","Petrol",157.75,5.0,13.7,"Sedan","Ahmedabad"
4767,"Nissan Micra Diesel XV","Nissan",350000,2011,1461,"1","Manual",57000,"2nd","Diesel",63.1,5.0,23.08,"Hatchback","Ahmedabad"
4768,"MG Gloster Sharp 6-Str","MG",3675000,2022,1996,"1","Automatic",42676,"2nd","Diesel",215.01,6.0,12.4,"SUV","Ahmedabad"
4769,"Toyota Corolla Altis GL MT","Toyota",625000,2015,1798,"1","Manual",62000,"2nd","Petrol",138.03,5.0,14.28,"Sedan","Ahmedabad"
4770,"Skoda Slavia 1.0 TSI Ambition BSVI","Skoda",1195000,2022,999,"1","Manual",18000,"2nd","Petrol",113.98,5.0,19.47,"Sedan","Ahmedabad"
4771,"Maruti Ciaz VDi Plus SHVS","Maruti",710000,2017,1248,"1","Manual",62000,"2nd","Diesel",88.5,5.0,28.09,"Sedan","Ahmedabad"
4772,"Tata Nexon XZ Plus Diesel S","Tata",990000,2020,1497,"1","Manual",80000,"2nd","Diesel",108.49,5.0,21.19,"SUV","Ahmedabad"
4773,"Honda City i VTEC SV","Honda",535000,2014,1497,"1","Manual",65000,"3rd","Petrol",117.3,5.0,17.4,"Sedan","Ahmedabad"
4774,"Honda City i VTEC CVT SV","Honda",665000,2016,1497,"0","Automatic",72000,"2nd","Petrol",117.3,5.0,18.0,"Sedan","Ahmedabad"
4775,"Maruti Baleno 1.2 CVT Delta","Maruti",590000,2019,1197,"1","Automatic",39000,"3rd","Petrol",83.1,5.0,21.4,"Hatchback","Ahmedabad"
4776,"Datsun RediGO 1.0 T Option","Datsun",275000,2017,999,"1","Manual",29000,"2nd","Petrol",67.0,5.0,22.5,"Hatchback","Ahmedabad"
4777,"Hyundai Santro Sportz","Hyundai",450000,2018,1086,"1","Manual",66000,"2nd","Petrol",68.05,5.0,20.3,"Hatchback","Ahmedabad"
4778,"Chevrolet Beat LS","Chevrolet",180000,2010,1199,"1","Manual",29000,"2nd","Petrol",79.4,5.0,18.6,"Hatchback","Ahmedabad"
4779,"Hyundai Elantra 1.6 SX Option AT","Hyundai",1275000,2018,1582,"1","Automatic",67000,"2nd","Diesel",126.2,5.0,18.23,"Sedan","Ahmedabad"
4780,"Honda City i-VTEC V","Honda",975000,2022,1497,"1","Manual",28000,"2nd","Petrol",117.6,5.0,17.4,"Sedan","Ahmedabad"
4781,"Hyundai Creta SX BSVI","Hyundai",1451000,2021,1497,"1","Manual",19000,"2nd","Petrol",113.18,5.0,0.0,"SUV","Ahmedabad"
4782,"Maruti Zen Estilo 1.1 LXI BSIII","Maruti",220000,2010,1061,"1","Manual",55000,"2nd","Petrol",64.0,5.0,18.2,"Hatchback","Ahmedabad"
4783,"Hyundai Creta SX Opt Diesel BSVI","Hyundai",1690000,2020,1493,"1","Manual",60000,"2nd","Diesel",113.45,5.0,0.0,"SUV","Ahmedabad"
4784,"Hyundai EON Era Plus","Hyundai",350000,2017,814,"1","Manual",12502,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Ahmedabad"
4785,"Mahindra KUV 100 NXT D75 K2 Plus","Mahindra",400000,2019,1198,"1","Manual",48000,"2nd","Diesel",77.0,6.0,25.32,"Hatchback","Ahmedabad"
4786,"Jaguar XF Aero Sport Edition","Jaguar",2100000,2015,2179,"1","Automatic",41000,"2nd","Diesel",187.7,5.0,16.36,"Sedan","Ahmedabad"
4787,"MG Hector Sharp DCT","MG",1450000,2020,1451,"1","Automatic",19000,"2nd","Petrol",141.0,5.0,13.96,"SUV","Ahmedabad"
4788,"Maruti Celerio VXI","Maruti",360000,2015,998,"1","Manual",57000,"2nd","Petrol",67.04,5.0,23.1,"Hatchback","Ahmedabad"
4789,"Hyundai Aura S AMT","Hyundai",790000,2021,1197,"1","Automatic",14000,"2nd","Petrol",81.86,5.0,20.1,"Sedan","Ahmedabad"
4790,"Honda City i-VTEC CVT VX","Honda",1050000,2019,1497,"1","Automatic",61000,"2nd","Petrol",117.6,5.0,18.0,"Sedan","Ahmedabad"
4791,"Mahindra Scorpio S10 7 Seater","Mahindra",1050000,2015,2179,"1","Manual",95000,"2nd","Diesel",120.0,7.0,15.4,"SUV","Ahmedabad"
4792,"BMW 3 Series 320d Luxury Line","BMW",1300000,2015,1995,"1","Automatic",99000,"2nd","Diesel",184.0,5.0,18.88,"Sedan","Ahmedabad"
4793,"Nissan Sunny XL","Nissan",300000,2013,1498,"1","Manual",60000,"2nd","Petrol",97.7,5.0,16.95,"Sedan","Ahmedabad"
4794,"Tata Movus LX 9 Seater","Tata",300000,2015,2179,"1","Manual",65000,"2nd","Diesel",118.35,9.0,15.16,"MUV","Ahmedabad"
4795,"Tata Indigo LX TDI BSIII","Tata",200000,2015,1396,"1","Manual",86000,"2nd","Diesel",69.0,5.0,19.09,"Sedan","Ahmedabad"
4796,"Toyota Fortuner 4x2 AT TRD Sportivo","Toyota",1450000,2014,2982,"1","Automatic",75000,"2nd","Diesel",168.7,7.0,12.55,"SUV","Ahmedabad"
4797,"Toyota Etios V","Toyota",300000,2012,1496,"1","Manual",65000,"3rd","Petrol",0.0,5.0,17.6,"Sedan","Ahmedabad"
4798,"Honda City S","Honda",360000,2012,1497,"1","Manual",48000,"2nd","Petrol",116.4,5.0,16.8,"Sedan","Ahmedabad"
4799,"Honda City i DTEC SV","Honda",450000,2014,1498,"1","Manual",55000,"2nd","Diesel",98.6,5.0,26.0,"Sedan","Ahmedabad"
4800,"Hyundai i10 Magna","Hyundai",250000,2012,1197,"1","Manual",72000,"3rd","Petrol",78.9,5.0,20.36,"Hatchback","Ahmedabad"
4801,"Honda Jazz 1.2 V i VTEC","Honda",415000,2015,1199,"1","Manual",52000,"2nd","Petrol",88.7,5.0,18.7,"Hatchback","Ahmedabad"
4802,"Hyundai i20 Magna Optional 1.2","Hyundai",400000,2014,1197,"1","Manual",23000,"2nd","Petrol",82.9,5.0,18.5,"Hatchback","Ahmedabad"
4803,"Hyundai i10 Magna","Hyundai",280000,2013,1197,"1","Manual",56000,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Ahmedabad"
4804,"Hyundai EON D Lite Plus","Hyundai",195000,2012,814,"1","Manual",195000,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Ahmedabad"
4805,"Maruti Celerio ZXI AMT BSIV","Maruti",460000,2019,998,"1","Automatic",46000,"2nd","Petrol",67.04,5.0,23.1,"Hatchback","Ahmedabad"
4806,"Maruti Alto LXi","Maruti",175000,2011,796,"1","Manual",60000,"2nd","Petrol",46.3,5.0,19.7,"Hatchback","Ahmedabad"
4807,"Hyundai Creta 1.6 SX Automatic","Hyundai",851000,2016,1591,"1","Automatic",50000,"3rd","Petrol",121.3,5.0,14.8,"SUV","Ahmedabad"
